MatchID,Date,Season,Venue,Team1,Team2,Winner,Margin,MarginType,PlayerOfMatch,RunsTeam1,RunsTeam2,WicketsTeam1,WicketsTeam2
MATCH0562,2017-03-05,2017,Jaipur,Punjab Kings,Chennai Super Kings,Chennai Super Kings,20,wickets,Player_63,149,183,5,8
MATCH0563,2022-12-13,2022,Bangalore,Rajasthan Royals,Chennai Super Kings,Royal Challengers Bangalore,24,runs,Player_10,181,246,7,3
MATCH0564,2017-06-19,2017,Kolkata,Delhi Capitals,Royal Challengers Bangalore,Punjab Kings,18,runs,Player_79,225,213,9,2
MATCH0565,2016-11-08,2016,Chennai,Chennai Super Kings,Rajasthan Royals,Sunrisers Hyderabad,35,runs,Player_15,84,102,7,5
MATCH0566,2014-03-30,2014,Delhi,Chennai Super Kings,Kolkata Knight Riders,Rajasthan Royals,40,runs,Player_41,182,178,2,1
MATCH0567,2025-01-25,2025,Chennai,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,2,wickets,Player_31,140,151,2,7
MATCH0568,2023-12-17,2023,Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,12,wickets,Player_17,88,162,2,10
MATCH0569,2015-12-07,2015,Jaipur,Rajasthan Royals,Punjab Kings,Kolkata Knight Riders,22,wickets,Player_45,119,249,7,2
MATCH0570,2018-10-28,2018,Bangalore,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,38,wickets,Player_83,123,145,3,1
MATCH0571,2020-11-24,2020,Bangalore,Chennai Super Kings,Delhi Capitals,Kolkata Knight Riders,35,runs,Player_48,119,202,1,0
MATCH0572,2015-02-20,2015,Mumbai,Kolkata Knight Riders,Delhi Capitals,Mumbai Indians,43,runs,Player_72,245,225,2,3
MATCH0573,2008-10-19,2008,Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Kolkata Knight Riders,37,wickets,Player_98,110,244,9,4
MATCH0574,2016-05-29,2016,Jaipur,Punjab Kings,Sunrisers Hyderabad,Mumbai Indians,8,runs,Player_91,229,162,8,3
MATCH0575,2014-10-06,2014,Hyderabad,Rajasthan Royals,Chennai Super Kings,Kolkata Knight Riders,45,runs,Player_44,172,152,3,1
MATCH0576,2021-02-01,2021,Mumbai,Sunrisers Hyderabad,Sunrisers Hyderabad,Punjab Kings,25,runs,Player_98,218,208,4,0
MATCH0577,2010-06-11,2010,Chennai,Royal Challengers Bangalore,Punjab Kings,Rajasthan Royals,23,runs,Player_59,157,198,0,5
MATCH0578,2018-05-24,2018,Kolkata,Chennai Super Kings,Mumbai Indians,Mumbai Indians,29,wickets,Player_30,240,214,4,6
MATCH0579,2016-05-18,2016,Pune,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,47,runs,Player_94,192,83,0,3
MATCH0580,2018-04-11,2018,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,42,runs,Player_84,242,96,4,2
MATCH0581,2013-08-25,2013,Delhi,Kolkata Knight Riders,Royal Challengers Bangalore,Delhi Capitals,38,wickets,Player_74,118,80,8,5
MATCH0582,2024-04-30,2024,Pune,Rajasthan Royals,Delhi Capitals,Sunrisers Hyderabad,2,wickets,Player_63,88,248,9,7
MATCH0583,2018-06-25,2018,Pune,Chennai Super Kings,Kolkata Knight Riders,Mumbai Indians,16,runs,Player_47,205,186,5,0
MATCH0584,2015-11-28,2015,Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,48,runs,Player_69,188,156,6,7
MATCH0585,2015-06-16,2015,Hyderabad,Mumbai Indians,Mumbai Indians,Punjab Kings,23,runs,Player_90,246,173,9,0
MATCH0586,2015-11-05,2015,Kolkata,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,14,runs,Player_36,179,88,6,5
MATCH0587,2019-06-28,2019,Chennai,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,9,wickets,Player_92,197,191,6,6
MATCH0588,2008-04-05,2008,Jaipur,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,1,wickets,Player_9,140,109,8,9
MATCH0589,2012-09-07,2012,Chennai,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,36,runs,Player_74,228,101,5,6
MATCH0590,2011-02-02,2011,Jaipur,Punjab Kings,Punjab Kings,Rajasthan Royals,19,runs,Player_57,125,190,9,9
MATCH0591,2010-02-28,2010,Delhi,Delhi Capitals,Royal Challengers Bangalore,Mumbai Indians,31,runs,Player_26,95,136,2,9
MATCH0592,2009-09-12,2009,Delhi,Delhi Capitals,Rajasthan Royals,Kolkata Knight Riders,19,wickets,Player_80,103,108,9,5
MATCH0593,2021-05-09,2021,Pune,Delhi Capitals,Royal Challengers Bangalore,Punjab Kings,7,runs,Player_78,194,96,1,6
MATCH0594,2016-12-28,2016,Chennai,Delhi Capitals,Royal Challengers Bangalore,Rajasthan Royals,48,wickets,Player_24,202,175,3,4
MATCH0595,2010-04-04,2010,Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,17,runs,Player_85,102,108,3,3
MATCH0596,2012-06-23,2012,Mumbai,Rajasthan Royals,Mumbai Indians,Delhi Capitals,4,wickets,Player_46,230,228,3,8
MATCH0597,2019-11-11,2019,Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Rajasthan Royals,38,runs,Player_13,132,114,9,3
MATCH0598,2019-01-30,2019,Jaipur,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,36,wickets,Player_60,95,224,3,9
MATCH0599,2017-02-21,2017,Kolkata,Delhi Capitals,Rajasthan Royals,Royal Challengers Bangalore,39,runs,Player_38,222,187,8,3
MATCH0600,2015-09-18,2015,Kolkata,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,21,runs,Player_96,250,134,8,2
MATCH0601,2020-01-30,2020,Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,35,runs,Player_92,127,127,9,2
MATCH0602,2021-08-17,2021,Pune,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai Indians,30,wickets,Player_25,143,152,7,0
MATCH0603,2018-05-02,2018,Hyderabad,Rajasthan Royals,Mumbai Indians,Punjab Kings,31,wickets,Player_65,179,160,0,4
MATCH0604,2019-04-09,2019,Hyderabad,Mumbai Indians,Royal Challengers Bangalore,Sunrisers Hyderabad,12,wickets,Player_93,109,103,3,7
MATCH0605,2013-07-19,2013,Delhi,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,23,runs,Player_11,238,173,4,1
MATCH0606,2016-09-10,2016,Jaipur,Rajasthan Royals,Chennai Super Kings,Delhi Capitals,50,wickets,Player_68,103,183,5,3
MATCH0607,2018-02-27,2018,Mumbai,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,15,runs,Player_24,241,155,3,2
MATCH0608,2025-05-05,2025,Pune,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,46,wickets,Player_92,250,190,4,6
MATCH0609,2016-06-09,2016,Mumbai,Rajasthan Royals,Kolkata Knight Riders,Chennai Super Kings,10,runs,Player_8,149,159,6,5
MATCH0610,2019-04-19,2019,Bangalore,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,33,runs,Player_82,186,125,10,6
MATCH0611,2011-01-06,2011,Kolkata,Royal Challengers Bangalore,Mumbai Indians,Rajasthan Royals,22,wickets,Player_55,92,181,5,7
MATCH0612,2017-11-24,2017,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,22,runs,Player_42,245,189,8,9
MATCH0613,2019-01-02,2019,Jaipur,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,17,wickets,Player_84,194,248,1,8
MATCH0614,2013-08-25,2013,Delhi,Mumbai Indians,Punjab Kings,Chennai Super Kings,21,wickets,Player_56,190,144,7,4
MATCH0615,2008-09-18,2008,Delhi,Kolkata Knight Riders,Chennai Super Kings,Punjab Kings,21,runs,Player_29,208,93,1,10
MATCH0616,2016-08-25,2016,Mumbai,Punjab Kings,Sunrisers Hyderabad,Rajasthan Royals,19,wickets,Player_92,121,129,9,4
MATCH0617,2019-03-25,2019,Mumbai,Royal Challengers Bangalore,Delhi Capitals,Punjab Kings,42,runs,Player_34,239,149,3,3
MATCH0618,2021-04-10,2021,Mumbai,Sunrisers Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,1,wickets,Player_41,226,189,2,3
MATCH0619,2013-05-07,2013,Kolkata,Delhi Capitals,Rajasthan Royals,Mumbai Indians,13,wickets,Player_49,229,223,0,8
MATCH0620,2018-07-21,2018,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Rajasthan Royals,40,runs,Player_20,236,206,1,8
MATCH0621,2023-09-15,2023,Pune,Royal Challengers Bangalore,Kolkata Knight Riders,Sunrisers Hyderabad,19,wickets,Player_67,143,156,1,2
MATCH0622,2021-04-20,2021,Kolkata,Mumbai Indians,Delhi Capitals,Chennai Super Kings,31,wickets,Player_63,100,103,5,7
MATCH0623,2010-08-17,2010,Chennai,Rajasthan Royals,Mumbai Indians,Royal Challengers Bangalore,26,wickets,Player_13,213,84,10,4
MATCH0624,2017-05-20,2017,Jaipur,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,49,runs,Player_68,198,242,3,0
MATCH0625,2024-12-31,2024,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Rajasthan Royals,42,runs,Player_71,185,145,10,1
MATCH0626,2008-05-09,2008,Hyderabad,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,17,runs,Player_61,240,214,9,2
MATCH0627,2009-10-28,2009,Kolkata,Sunrisers Hyderabad,Delhi Capitals,Kolkata Knight Riders,38,runs,Player_59,240,96,10,8
MATCH0628,2021-04-05,2021,Delhi,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Capitals,5,runs,Player_91,170,171,10,8
MATCH0629,2008-06-17,2008,Hyderabad,Rajasthan Royals,Kolkata Knight Riders,Chennai Super Kings,17,runs,Player_78,122,120,6,1
MATCH0630,2023-08-28,2023,Kolkata,Sunrisers Hyderabad,Chennai Super Kings,Punjab Kings,13,wickets,Player_19,85,211,9,2
MATCH0631,2023-07-04,2023,Delhi,Punjab Kings,Rajasthan Royals,Mumbai Indians,9,runs,Player_75,151,105,1,5
MATCH0632,2017-04-07,2017,Chennai,Rajasthan Royals,Rajasthan Royals,Kolkata Knight Riders,26,runs,Player_28,236,176,10,2
MATCH0633,2019-05-12,2019,Mumbai,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai Indians,4,runs,Player_10,105,159,10,7
MATCH0634,2024-08-28,2024,Bangalore,Mumbai Indians,Royal Challengers Bangalore,Rajasthan Royals,43,wickets,Player_40,190,224,0,9
MATCH0635,2023-03-10,2023,Delhi,Punjab Kings,Kolkata Knight Riders,Rajasthan Royals,29,runs,Player_90,96,120,0,2
MATCH0636,2023-03-01,2023,Chennai,Rajasthan Royals,Chennai Super Kings,Delhi Capitals,18,runs,Player_18,214,203,0,1
MATCH0637,2016-09-09,2016,Pune,Kolkata Knight Riders,Delhi Capitals,Punjab Kings,46,runs,Player_79,243,152,5,2
MATCH0638,2021-01-07,2021,Chennai,Royal Challengers Bangalore,Rajasthan Royals,Kolkata Knight Riders,37,wickets,Player_24,138,135,7,2
MATCH0639,2019-10-05,2019,Pune,Kolkata Knight Riders,Mumbai Indians,Punjab Kings,41,wickets,Player_58,120,229,8,2
MATCH0640,2018-12-16,2018,Kolkata,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,17,runs,Player_48,129,199,10,1
MATCH0641,2017-08-18,2017,Delhi,Royal Challengers Bangalore,Sunrisers Hyderabad,Mumbai Indians,44,wickets,Player_34,125,81,10,3
MATCH0642,2016-04-14,2016,Pune,Mumbai Indians,Chennai Super Kings,Delhi Capitals,25,runs,Player_47,222,83,10,0
MATCH0643,2013-08-03,2013,Chennai,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,35,wickets,Player_69,227,132,2,0
MATCH0644,2016-07-26,2016,Jaipur,Kolkata Knight Riders,Punjab Kings,Mumbai Indians,34,wickets,Player_31,206,233,3,0
MATCH0645,2010-05-19,2010,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Kolkata Knight Riders,4,runs,Player_53,132,129,4,4
MATCH0646,2012-07-25,2012,Kolkata,Rajasthan Royals,Mumbai Indians,Delhi Capitals,19,wickets,Player_74,153,93,3,3
MATCH0647,2009-06-03,2009,Kolkata,Mumbai Indians,Delhi Capitals,Punjab Kings,29,wickets,Player_61,227,139,8,2
MATCH0648,2025-05-30,2025,Jaipur,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai Indians,34,runs,Player_54,87,201,1,9
MATCH0649,2015-07-24,2015,Jaipur,Punjab Kings,Sunrisers Hyderabad,Delhi Capitals,49,wickets,Player_57,216,159,10,9
MATCH0650,2018-12-19,2018,Chennai,Rajasthan Royals,Royal Challengers Bangalore,Delhi Capitals,9,runs,Player_44,188,233,0,6
MATCH0651,2024-05-29,2024,Chennai,Mumbai Indians,Kolkata Knight Riders,Royal Challengers Bangalore,11,wickets,Player_75,149,140,5,8
MATCH0652,2022-01-03,2022,Delhi,Mumbai Indians,Sunrisers Hyderabad,Rajasthan Royals,39,runs,Player_85,111,247,8,4
MATCH0653,2015-04-13,2015,Pune,Rajasthan Royals,Kolkata Knight Riders,Delhi Capitals,27,wickets,Player_29,98,92,10,1
MATCH0654,2014-12-07,2014,Jaipur,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,9,wickets,Player_87,248,182,9,7
MATCH0655,2022-07-03,2022,Chennai,Chennai Super Kings,Kolkata Knight Riders,Delhi Capitals,33,runs,Player_48,115,228,10,5
MATCH0656,2018-01-09,2018,Pune,Chennai Super Kings,Rajasthan Royals,Sunrisers Hyderabad,37,wickets,Player_73,192,90,6,2
MATCH0657,2019-03-07,2019,Mumbai,Kolkata Knight Riders,Chennai Super Kings,Royal Challengers Bangalore,33,wickets,Player_37,160,204,4,5
MATCH0658,2019-04-05,2019,Jaipur,Chennai Super Kings,Kolkata Knight Riders,Punjab Kings,49,wickets,Player_51,121,189,5,9
MATCH0659,2010-01-31,2010,Chennai,Chennai Super Kings,Mumbai Indians,Kolkata Knight Riders,32,runs,Player_45,89,134,3,1
MATCH0660,2011-07-13,2011,Mumbai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,22,wickets,Player_3,227,224,10,2
MATCH0661,2025-01-06,2025,Hyderabad,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,17,wickets,Player_27,214,240,7,2
MATCH0662,2010-08-08,2010,Bangalore,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,24,runs,Player_94,126,88,9,7
MATCH0663,2014-09-26,2014,Mumbai,Punjab Kings,Punjab Kings,Royal Challengers Bangalore,11,runs,Player_36,103,202,6,1
MATCH0664,2020-07-11,2020,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Punjab Kings,25,runs,Player_10,205,244,5,3
MATCH0665,2010-06-22,2010,Jaipur,Kolkata Knight Riders,Rajasthan Royals,Mumbai Indians,8,runs,Player_90,135,104,9,4
MATCH0666,2024-04-19,2024,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Punjab Kings,8,wickets,Player_18,169,197,1,8
MATCH0667,2012-06-02,2012,Chennai,Kolkata Knight Riders,Royal Challengers Bangalore,Delhi Capitals,28,wickets,Player_80,111,195,6,6
MATCH0668,2009-08-05,2009,Delhi,Chennai Super Kings,Rajasthan Royals,Mumbai Indians,34,runs,Player_74,248,121,7,1
MATCH0669,2024-05-30,2024,Delhi,Kolkata Knight Riders,Rajasthan Royals,Mumbai Indians,12,runs,Player_84,171,158,6,8
MATCH0670,2010-01-25,2010,Chennai,Kolkata Knight Riders,Royal Challengers Bangalore,Sunrisers Hyderabad,1,runs,Player_38,101,179,9,1
MATCH0671,2015-09-28,2015,Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajasthan Royals,25,wickets,Player_52,249,83,7,1
MATCH0672,2008-05-16,2008,Pune,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,7,wickets,Player_50,89,125,5,9
MATCH0673,2011-05-31,2011,Chennai,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,10,runs,Player_68,126,195,7,3
MATCH0674,2018-05-09,2018,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Rajasthan Royals,43,runs,Player_9,96,121,1,9
MATCH0675,2013-11-01,2013,Mumbai,Punjab Kings,Delhi Capitals,Delhi Capitals,38,wickets,Player_15,147,102,1,3
MATCH0676,2014-04-01,2014,Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Rajasthan Royals,44,runs,Player_58,191,111,0,10
MATCH0677,2014-12-29,2014,Chennai,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,40,wickets,Player_80,87,163,0,1
MATCH0678,2017-03-28,2017,Mumbai,Kolkata Knight Riders,Delhi Capitals,Royal Challengers Bangalore,4,runs,Player_73,141,215,9,7
MATCH0679,2015-09-02,2015,Pune,Sunrisers Hyderabad,Delhi Capitals,Punjab Kings,4,wickets,Player_20,233,240,8,6
MATCH0680,2023-04-02,2023,Jaipur,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,41,runs,Player_80,163,121,1,7
MATCH0681,2019-04-04,2019,Pune,Delhi Capitals,Punjab Kings,Rajasthan Royals,46,runs,Player_46,151,214,3,6
MATCH0682,2016-02-14,2016,Chennai,Rajasthan Royals,Mumbai Indians,Kolkata Knight Riders,37,wickets,Player_34,203,138,0,4
MATCH0683,2016-06-15,2016,Bangalore,Sunrisers Hyderabad,Kolkata Knight Riders,Royal Challengers Bangalore,44,runs,Player_36,184,165,6,5
MATCH0684,2013-05-07,2013,Kolkata,Kolkata Knight Riders,Punjab Kings,Rajasthan Royals,26,runs,Player_54,82,145,3,3
MATCH0685,2024-06-16,2024,Hyderabad,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,23,runs,Player_48,140,245,6,8
MATCH0686,2014-07-25,2014,Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajasthan Royals,46,wickets,Player_31,181,249,7,6
MATCH0687,2009-09-27,2009,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Royal Challengers Bangalore,47,runs,Player_82,89,182,9,2
MATCH0688,2011-08-11,2011,Kolkata,Chennai Super Kings,Rajasthan Royals,Delhi Capitals,31,wickets,Player_80,169,145,7,4
MATCH0689,2023-05-26,2023,Mumbai,Delhi Capitals,Rajasthan Royals,Punjab Kings,30,runs,Player_95,157,192,6,3
MATCH0690,2019-04-09,2019,Pune,Punjab Kings,Punjab Kings,Delhi Capitals,50,runs,Player_1,137,188,1,1
MATCH0691,2021-09-08,2021,Jaipur,Chennai Super Kings,Royal Challengers Bangalore,Sunrisers Hyderabad,26,runs,Player_39,192,180,10,10
MATCH0692,2022-11-23,2022,Pune,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,9,runs,Player_36,84,244,8,0
MATCH0693,2025-02-15,2025,Mumbai,Rajasthan Royals,Delhi Capitals,Royal Challengers Bangalore,21,wickets,Player_65,139,193,6,4
MATCH0694,2015-11-30,2015,Delhi,Delhi Capitals,Kolkata Knight Riders,Rajasthan Royals,20,runs,Player_11,122,184,10,3
MATCH0695,2020-11-23,2020,Bangalore,Rajasthan Royals,Rajasthan Royals,Punjab Kings,25,runs,Player_96,143,242,1,10
MATCH0696,2011-09-13,2011,Delhi,Chennai Super Kings,Sunrisers Hyderabad,Delhi Capitals,40,wickets,Player_99,102,163,8,1
MATCH0697,2010-01-29,2010,Delhi,Sunrisers Hyderabad,Rajasthan Royals,Kolkata Knight Riders,15,runs,Player_13,192,176,5,7
MATCH0698,2015-05-05,2015,Mumbai,Punjab Kings,Royal Challengers Bangalore,Chennai Super Kings,36,runs,Player_37,92,97,6,9
MATCH0699,2019-08-16,2019,Pune,Mumbai Indians,Chennai Super Kings,Rajasthan Royals,5,wickets,Player_63,90,151,3,10
MATCH0700,2021-06-12,2021,Mumbai,Rajasthan Royals,Punjab Kings,Royal Challengers Bangalore,16,runs,Player_88,107,81,4,9
MATCH0701,2008-06-17,2008,Kolkata,Punjab Kings,Punjab Kings,Mumbai Indians,40,wickets,Player_24,143,175,3,10
MATCH0702,2014-11-19,2014,Kolkata,Mumbai Indians,Chennai Super Kings,Mumbai Indians,3,runs,Player_62,101,246,0,7
MATCH0703,2020-08-16,2020,Hyderabad,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,43,runs,Player_27,154,95,7,2
MATCH0704,2016-12-07,2016,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Rajasthan Royals,49,wickets,Player_5,167,121,4,10
MATCH0705,2013-06-02,2013,Chennai,Mumbai Indians,Sunrisers Hyderabad,Chennai Super Kings,31,wickets,Player_9,81,121,0,9
MATCH0706,2012-09-30,2012,Jaipur,Punjab Kings,Punjab Kings,Delhi Capitals,21,runs,Player_61,195,205,9,8
MATCH0707,2014-05-10,2014,Jaipur,Mumbai Indians,Punjab Kings,Kolkata Knight Riders,22,wickets,Player_14,248,213,7,5
MATCH0708,2022-12-27,2022,Mumbai,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,33,runs,Player_35,127,162,6,7
MATCH0709,2014-11-16,2014,Chennai,Delhi Capitals,Delhi Capitals,Delhi Capitals,19,runs,Player_40,126,96,7,0
MATCH0710,2018-12-02,2018,Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Delhi Capitals,42,runs,Player_82,236,118,1,8
MATCH0711,2016-03-19,2016,Pune,Royal Challengers Bangalore,Punjab Kings,Mumbai Indians,25,wickets,Player_15,225,116,3,0
MATCH0712,2019-12-13,2019,Hyderabad,Mumbai Indians,Chennai Super Kings,Delhi Capitals,45,runs,Player_50,204,92,2,4
MATCH0713,2009-02-19,2009,Kolkata,Punjab Kings,Sunrisers Hyderabad,Chennai Super Kings,26,runs,Player_60,143,101,4,6
MATCH0714,2019-07-28,2019,Jaipur,Punjab Kings,Delhi Capitals,Sunrisers Hyderabad,16,runs,Player_90,148,140,8,6
MATCH0715,2011-05-12,2011,Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Delhi Capitals,12,runs,Player_90,117,152,2,3
MATCH0716,2014-04-23,2014,Chennai,Sunrisers Hyderabad,Kolkata Knight Riders,Rajasthan Royals,33,wickets,Player_98,132,241,5,5
MATCH0717,2022-01-15,2022,Delhi,Sunrisers Hyderabad,Mumbai Indians,Delhi Capitals,22,runs,Player_20,95,99,7,8
MATCH0718,2023-06-14,2023,Kolkata,Royal Challengers Bangalore,Rajasthan Royals,Punjab Kings,24,runs,Player_68,87,240,8,7
MATCH0719,2016-07-11,2016,Jaipur,Punjab Kings,Kolkata Knight Riders,Delhi Capitals,40,runs,Player_53,92,105,4,2
MATCH0720,2013-03-06,2013,Mumbai,Rajasthan Royals,Sunrisers Hyderabad,Royal Challengers Bangalore,48,wickets,Player_84,102,140,1,3
MATCH0721,2021-10-31,2021,Delhi,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,25,wickets,Player_70,230,248,0,3
MATCH0722,2024-02-24,2024,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Punjab Kings,45,runs,Player_29,92,204,4,8
MATCH0723,2022-02-19,2022,Mumbai,Delhi Capitals,Royal Challengers Bangalore,Chennai Super Kings,12,runs,Player_53,187,96,8,7
MATCH0724,2009-11-16,2009,Chennai,Royal Challengers Bangalore,Punjab Kings,Sunrisers Hyderabad,3,wickets,Player_95,208,157,1,5
MATCH0725,2023-11-25,2023,Bangalore,Rajasthan Royals,Kolkata Knight Riders,Chennai Super Kings,33,runs,Player_12,140,89,0,6
MATCH0726,2011-01-17,2011,Hyderabad,Chennai Super Kings,Rajasthan Royals,Punjab Kings,37,runs,Player_24,139,226,5,1
MATCH0727,2023-12-21,2023,Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,15,runs,Player_35,155,182,4,1
MATCH0728,2021-08-30,2021,Jaipur,Punjab Kings,Rajasthan Royals,Sunrisers Hyderabad,14,wickets,Player_86,83,88,3,1
MATCH0729,2019-10-15,2019,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Royal Challengers Bangalore,32,wickets,Player_100,90,120,10,2
MATCH0730,2016-10-26,2016,Chennai,Kolkata Knight Riders,Delhi Capitals,Rajasthan Royals,12,runs,Player_26,95,150,2,10
MATCH0731,2022-04-21,2022,Hyderabad,Chennai Super Kings,Punjab Kings,Punjab Kings,7,wickets,Player_35,212,209,2,7
MATCH0732,2009-08-16,2009,Delhi,Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,18,runs,Player_14,97,177,10,0
MATCH0733,2023-01-07,2023,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Mumbai Indians,10,runs,Player_3,196,109,7,7
MATCH0734,2020-03-12,2020,Pune,Rajasthan Royals,Chennai Super Kings,Kolkata Knight Riders,4,wickets,Player_86,97,242,8,8
MATCH0735,2024-12-10,2024,Chennai,Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai Super Kings,7,wickets,Player_21,107,199,0,6
MATCH0736,2008-07-12,2008,Delhi,Delhi Capitals,Punjab Kings,Chennai Super Kings,3,runs,Player_5,137,104,4,9
MATCH0737,2008-08-17,2008,Hyderabad,Royal Challengers Bangalore,Mumbai Indians,Rajasthan Royals,18,runs,Player_94,121,227,9,7
MATCH0738,2010-07-25,2010,Delhi,Rajasthan Royals,Kolkata Knight Riders,Royal Challengers Bangalore,48,wickets,Player_79,133,227,10,9
MATCH0739,2008-10-19,2008,Delhi,Mumbai Indians,Sunrisers Hyderabad,Punjab Kings,10,runs,Player_68,227,168,5,5
MATCH0740,2022-10-22,2022,Jaipur,Kolkata Knight Riders,Rajasthan Royals,Mumbai Indians,9,wickets,Player_86,223,205,7,2
MATCH0741,2023-05-08,2023,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Chennai Super Kings,1,runs,Player_57,147,123,10,9
MATCH0742,2010-03-16,2010,Hyderabad,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,14,wickets,Player_56,171,183,4,5
MATCH0743,2019-04-18,2019,Hyderabad,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,24,runs,Player_19,88,126,1,2
MATCH0744,2010-07-25,2010,Mumbai,Mumbai Indians,Punjab Kings,Royal Challengers Bangalore,13,runs,Player_64,188,95,9,2
MATCH0745,2022-07-21,2022,Chennai,Rajasthan Royals,Delhi Capitals,Kolkata Knight Riders,43,runs,Player_69,93,174,0,5
MATCH0746,2013-05-23,2013,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,36,wickets,Player_89,178,179,3,10
MATCH0747,2011-07-12,2011,Delhi,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,11,runs,Player_71,134,231,2,0
MATCH0748,2017-02-26,2017,Chennai,Delhi Capitals,Punjab Kings,Chennai Super Kings,32,wickets,Player_63,174,160,5,10
MATCH0749,2008-08-16,2008,Pune,Punjab Kings,Delhi Capitals,Rajasthan Royals,12,runs,Player_62,159,117,5,3
MATCH0750,2022-02-11,2022,Kolkata,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,12,wickets,Player_10,109,237,5,7
MATCH0751,2012-12-12,2012,Delhi,Punjab Kings,Chennai Super Kings,Punjab Kings,36,runs,Player_27,236,111,2,2
MATCH0752,2008-05-14,2008,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,11,runs,Player_63,108,127,10,2
