Date,Invoice ID,Store City,Product Category,Product Name,Quantity Sold,Unit Price,Discount %,Revenue,Profit
2025-01-31,INV39730,Bangalore,Grocery,Spices,13,2091.4,5.87,25592.25,3906.27
2024-12-09,INV77297,Chennai,Grocery,Rice,5,4564.2,1.83,22403.38,4229.84
2024-08-16,INV84473,Delhi,Grocery,Wheat,18,2106.79,27.24,27592.21,2718.26
2025-05-11,INV49799,Kolkata,Grocery,Sugar,14,568.15,3.86,7647.07,1260.01
2024-03-08,INV47730,Mumbai,Home Appliances,Refrigerator,18,3586.35,10.85,57550.16,4320.58
2024-02-22,INV47146,Bangalore,Fashion,T-Shirt,4,1413.91,14.84,4816.34,358.04
2025-08-20,INV71146,Delhi,Grocery,Wheat,19,4051.55,18.35,62853.72,6860.45
2024-06-21,INV34246,Mumbai,Grocery,Wheat,19,864.87,5.44,15538.6,3234.18
2025-03-03,INV31784,Delhi,Fashion,T-Shirt,13,2960.56,12.79,33564.76,5809.53
2025-03-20,INV15628,Ahmedabad,Electronics,Mobile,10,2614.48,6.42,24466.3,2609.5
2025-01-06,INV23115,Hyderabad,Grocery,Rice,15,1967.88,25.9,21872.99,2444.54
2024-04-28,INV26808,Delhi,Home Appliances,Mixer,16,1697.27,16.72,22615.78,4328.73
2024-07-27,INV33092,Chennai,Home Appliances,Microwave,15,3411.38,27.95,36868.49,9194.63
2024-01-31,INV23331,Delhi,Grocery,Rice,8,3210.52,9.59,23221.05,1426.32
2024-06-23,INV80384,Kolkata,Grocery,Sugar,3,4520.96,0.74,13462.51,1237.09
2024-06-03,INV86180,Chennai,Home Appliances,Washing Machine,10,4563.04,1.21,45078.27,6871.86
2024-12-28,INV93761,Kolkata,Home Appliances,AC,7,4883.98,19.37,27565.67,6530.55
2024-07-09,INV04515,Kolkata,Fashion,Dress,5,3841.0,20.75,15219.96,3700.4
2025-07-19,INV04391,Hyderabad,Electronics,Laptop,13,3374.96,21.88,34274.74,5655.75
2024-04-25,INV96162,Delhi,Electronics,Headphones,3,2165.96,19.36,5239.89,1042.96
2024-12-06,INV54024,Bangalore,Fashion,Dress,19,2640.87,27.65,36302.72,7711.26
2025-10-25,INV25959,Mumbai,Home Appliances,Mixer,12,4490.13,25.38,40206.42,3480.38
2024-05-06,INV66769,Kolkata,Home Appliances,Refrigerator,17,359.04,14.59,5213.15,374.32
2025-05-22,INV62615,Ahmedabad,Fashion,Shoes,16,4053.69,26.26,47827.06,5284.57
2024-06-30,INV43565,Chennai,Electronics,Headphones,10,3835.02,4.4,36662.79,6894.97
2025-10-21,INV04302,Pune,Fashion,Jacket,17,3363.32,6.94,53208.4,5252.43
2024-07-05,INV20137,Kolkata,Fashion,Shoes,3,926.78,0.15,2776.17,386.12
2025-08-06,INV42774,Ahmedabad,Grocery,Sugar,8,4362.7,8.68,31872.14,6586.16
2024-05-12,INV12648,Pune,Grocery,Spices,1,3009.31,2.46,2935.28,526.49
2025-04-01,INV35837,Bangalore,Electronics,Headphones,13,315.49,21.52,3218.76,467.03
2025-08-30,INV61849,Kolkata,Electronics,Camera,9,4111.73,20.3,29493.44,5226.52
2024-02-22,INV93746,Pune,Home Appliances,Washing Machine,9,1573.98,14.32,12137.27,2531.99
2024-12-09,INV05429,Ahmedabad,Home Appliances,Refrigerator,15,571.74,25.17,6417.5,1182.12
2025-07-20,INV09386,Chennai,Grocery,Rice,18,2068.5,26.59,27332.75,1624.64
2024-10-23,INV09515,Kolkata,Electronics,Mobile,4,1203.71,20.86,3810.46,670.36
2024-05-19,INV60442,Chennai,Grocery,Wheat,8,1995.95,4.18,15300.15,797.8
2024-04-06,INV49388,Mumbai,Grocery,Rice,2,1877.22,10.72,3351.96,398.27
2024-03-03,INV95852,Delhi,Fashion,Jacket,6,362.49,11.9,1916.12,277.46
2024-09-13,INV20758,Chennai,Fashion,T-Shirt,3,4480.53,25.6,10000.54,1847.19
2025-04-14,INV31639,Bangalore,Grocery,Wheat,2,4657.58,19.82,7468.9,1488.35
2025-01-31,INV66640,Mumbai,Electronics,Laptop,5,1335.04,0.05,6671.86,835.87
2025-10-01,INV96090,Chennai,Home Appliances,Mixer,5,4317.28,3.16,20904.27,3360.67
2025-10-17,INV19867,Kolkata,Home Appliances,Microwave,6,3677.65,26.29,16264.77,3164.42
2025-07-18,INV55329,Pune,Grocery,Rice,4,2586.34,10.46,9263.24,1157.58
2024-01-31,INV61836,Ahmedabad,Grocery,Milk,10,597.49,1.07,5910.97,1471.04
2023-11-29,INV78976,Ahmedabad,Fashion,Jeans,10,1408.81,18.74,11447.99,758.23
2023-12-29,INV32030,Kolkata,Grocery,Rice,5,3448.24,24.45,13025.73,2937.18
2024-10-05,INV75838,Delhi,Electronics,Headphones,2,2330.63,29.67,3278.26,480.75
2025-01-05,INV21638,Delhi,Electronics,Mobile,1,4438.19,11.96,3907.38,869.72
2024-12-27,INV60027,Chennai,Grocery,Wheat,14,4300.87,9.78,54323.43,13081.54
2024-01-22,INV22010,Ahmedabad,Electronics,Camera,6,4959.85,28.54,21265.85,1646.07
2024-09-01,INV09381,Ahmedabad,Electronics,Headphones,3,1848.2,13.16,4814.93,1182.06
2025-05-09,INV48495,Kolkata,Grocery,Sugar,9,2708.35,25.2,18232.61,2148.98
2025-10-31,INV82494,Delhi,Electronics,Mobile,17,1607.41,20.22,21800.66,4771.36
2024-01-28,INV56187,Ahmedabad,Fashion,Dress,19,1665.1,0.62,31440.75,6356.6
2025-02-01,INV33340,Mumbai,Home Appliances,Washing Machine,6,435.39,28.66,1863.64,185.23
2023-12-28,INV62110,Chennai,Home Appliances,AC,8,1100.81,3.47,8500.9,1847.11
2024-02-17,INV75346,Ahmedabad,Electronics,Laptop,7,1036.14,8.53,6634.3,715.14
2024-02-22,INV54123,Kolkata,Grocery,Milk,14,2745.55,4.8,36592.69,6888.55
2024-12-27,INV37615,Delhi,Fashion,Jacket,17,2541.56,23.89,32884.48,6507.64
2024-06-06,INV89241,Hyderabad,Grocery,Spices,6,3975.99,6.62,22276.68,1942.35
2024-06-26,INV99605,Pune,Fashion,Jacket,7,1341.55,29.09,6659.05,1311.44
2025-07-31,INV01288,Hyderabad,Grocery,Sugar,5,748.94,22.91,2886.79,207.09
2025-10-19,INV46799,Pune,Fashion,Jacket,3,3156.96,5.76,8925.36,706.93
2024-09-12,INV97584,Mumbai,Grocery,Sugar,18,4624.16,24.61,62750.78,10189.02
2025-04-01,INV42478,Hyderabad,Home Appliances,Microwave,7,4132.79,20.66,22952.69,3681.32
2024-06-13,INV74123,Hyderabad,Grocery,Rice,10,4840.33,19.73,38853.33,6328.39
2023-12-31,INV40240,Hyderabad,Home Appliances,Mixer,15,3808.59,21.38,44914.7,3980.88
2024-10-29,INV01414,Bangalore,Fashion,Jeans,2,1922.21,15.52,3247.77,430.72
2024-02-16,INV01897,Mumbai,Electronics,Camera,1,4275.59,21.76,3345.22,408.38
2024-06-30,INV26522,Chennai,Fashion,T-Shirt,13,2750.18,6.21,33532.12,5324.72
2025-10-01,INV67685,Ahmedabad,Grocery,Rice,2,2016.49,7.37,3735.75,793.72
2024-05-07,INV91228,Hyderabad,Grocery,Rice,18,4830.87,6.17,81590.5,16180.47
2025-09-30,INV73289,Chennai,Fashion,Jacket,10,2696.07,5.86,25380.8,2112.85
2023-11-21,INV76074,Chennai,Grocery,Wheat,17,1891.81,22.79,24831.33,2924.25
2025-01-11,INV92032,Delhi,Electronics,Camera,15,4410.43,1.49,65170.72,6609.13
2024-09-07,INV62362,Pune,Home Appliances,Washing Machine,19,481.19,14.62,7805.96,1469.73
2024-06-28,INV51501,Kolkata,Home Appliances,Mixer,18,4155.46,5.71,70527.3,16464.18
2024-12-04,INV52961,Bangalore,Grocery,Milk,1,2182.75,9.37,1978.23,385.8
2024-04-12,INV85330,Mumbai,Electronics,Mobile,3,4929.55,23.74,11277.82,1920.35
2023-12-25,INV78944,Kolkata,Fashion,Shoes,16,253.29,22.34,3147.28,438.07
2025-05-15,INV27020,Mumbai,Fashion,Jeans,8,3757.37,10.71,26839.65,4749.24
2024-12-02,INV93440,Ahmedabad,Electronics,Laptop,14,2751.2,6.12,36159.57,3919.06
2025-09-29,INV29352,Delhi,Grocery,Spices,3,4837.99,21.45,11400.72,2752.44
2024-09-27,INV59353,Kolkata,Home Appliances,Mixer,12,4812.41,16.07,48468.67,8416.98
2025-05-17,INV79945,Kolkata,Fashion,Shoes,16,54.67,1.18,864.4,212.17
2025-07-20,INV87368,Pune,Grocery,Rice,16,2775.77,4.59,42373.79,8289.3
2024-10-11,INV08672,Bangalore,Electronics,Camera,8,3860.25,29.26,21845.93,3598.3
2025-01-28,INV68836,Delhi,Home Appliances,Washing Machine,14,388.78,26.92,3977.69,293.86
2024-03-12,INV20718,Hyderabad,Home Appliances,Refrigerator,19,999.09,16.66,15820.19,2638.55
2024-09-23,INV40563,Hyderabad,Electronics,Smartwatch,11,467.11,10.68,4589.45,853.99
2024-11-26,INV88426,Pune,Home Appliances,Refrigerator,5,3547.69,16.06,14889.65,2636.43
2024-04-08,INV08918,Chennai,Fashion,T-Shirt,8,1644.23,16.79,10945.31,2425.34
2025-04-22,INV07921,Ahmedabad,Grocery,Sugar,14,1362.15,20.89,15086.36,1336.26
2024-12-09,INV05260,Pune,Fashion,Jeans,9,4117.13,3.04,35927.72,7486.56
2025-08-21,INV83401,Pune,Electronics,Laptop,12,333.69,5.24,3794.46,726.58
2025-03-08,INV62472,Chennai,Fashion,T-Shirt,4,2934.3,3.72,11300.58,839.44
2025-05-01,INV99548,Delhi,Fashion,Jacket,19,2461.7,0.74,46426.18,4631.65
2025-02-19,INV02853,Delhi,Home Appliances,Microwave,11,725.03,21.84,6233.52,1325.43
2025-02-28,INV89292,Ahmedabad,Home Appliances,AC,10,2209.42,19.75,17730.6,2438.73
2025-08-16,INV59895,Chennai,Fashion,Jacket,12,1767.66,27.99,15274.7,3582.36
2025-03-11,INV91100,Pune,Grocery,Rice,6,4190.26,25.87,18637.44,2109.75
2025-04-22,INV64254,Delhi,Electronics,Mobile,6,2786.43,22.22,13003.71,1911.59
2024-05-30,INV28595,Delhi,Home Appliances,Washing Machine,6,3090.22,7.1,17224.89,2526.88
2024-06-13,INV53481,Bangalore,Fashion,Shoes,12,1237.11,5.85,13976.87,2110.26
2024-02-18,INV82755,Hyderabad,Fashion,Jeans,11,3970.08,12.07,38399.8,5183.62
2025-03-18,INV18748,Pune,Grocery,Rice,2,1348.92,12.65,2356.56,136.64
2025-05-21,INV74173,Bangalore,Electronics,Mobile,18,1695.51,9.47,27629.01,1970.63
2024-10-14,INV16224,Hyderabad,Grocery,Wheat,17,4833.06,29.1,58252.87,12991.22
2025-03-24,INV66610,Pune,Grocery,Rice,4,4248.5,20.56,13500.03,1458.12
2025-08-27,INV76048,Delhi,Electronics,Headphones,16,1624.3,27.74,18779.51,1150.15
2025-08-22,INV64628,Ahmedabad,Fashion,T-Shirt,16,3071.3,16.39,41086.62,4106.56
2025-07-23,INV14714,Chennai,Electronics,Mobile,8,2818.13,15.44,19064.09,1332.88
2025-05-13,INV57227,Bangalore,Home Appliances,AC,18,1916.08,18.1,28246.85,1862.68
2024-07-10,INV46549,Chennai,Electronics,Mobile,12,674.27,17.45,6679.32,1357.7
2025-01-31,INV76661,Ahmedabad,Electronics,Smartwatch,13,3260.98,26.98,30955.18,5407.9
2024-03-07,INV21644,Chennai,Fashion,Jeans,15,1048.88,27.26,11444.33,2312.67
2025-07-27,INV91765,Ahmedabad,Electronics,Camera,6,2397.08,6.77,13408.79,2324.07
2024-08-03,INV70364,Chennai,Electronics,Smartwatch,16,1300.03,13.28,18038.18,3958.55
2025-09-24,INV25163,Chennai,Electronics,Headphones,16,1742.24,29.57,19632.95,4274.52
2025-01-27,INV77201,Pune,Grocery,Wheat,12,2256.84,24.5,20446.97,4642.44
2023-11-25,INV16939,Hyderabad,Grocery,Milk,5,4570.49,11.64,20192.42,4359.81
2024-12-19,INV34521,Chennai,Fashion,Jeans,13,2254.11,14.64,25013.41,5318.17
2025-02-26,INV59144,Bangalore,Fashion,Shoes,1,1115.02,18.82,905.17,212.47
2023-12-13,INV19857,Bangalore,Fashion,Dress,15,3705.8,1.91,54525.29,6948.96
2025-04-03,INV87603,Bangalore,Fashion,Shoes,4,4596.68,1.41,18127.47,2134.74
2025-10-07,INV91972,Pune,Home Appliances,Microwave,4,3162.92,19.21,10221.29,2249.71
2025-04-14,INV70407,Bangalore,Electronics,Laptop,2,3793.15,11.81,6690.36,1148.35
2024-05-05,INV69871,Chennai,Fashion,Shoes,10,4625.33,6.91,43057.2,4643.67
2025-06-15,INV03779,Mumbai,Electronics,Mobile,17,2029.92,1.72,33915.09,5652.34
2025-04-17,INV78958,Delhi,Fashion,Jeans,17,1727.78,23.87,22361.1,1464.58
2024-07-19,INV03274,Bangalore,Grocery,Milk,7,1319.24,28.02,6647.12,506.59
2024-08-13,INV67355,Kolkata,Electronics,Headphones,11,2534.63,27.3,20269.44,3921.17
2025-08-25,INV00218,Ahmedabad,Grocery,Spices,15,2245.64,28.17,24195.65,2637.06
2024-03-26,INV05051,Kolkata,Home Appliances,Refrigerator,17,461.95,25.89,5819.97,850.37
2024-10-13,INV47973,Mumbai,Home Appliances,Washing Machine,4,4394.86,6.12,16503.58,3553.1
2025-03-28,INV18261,Chennai,Home Appliances,AC,16,2587.45,8.73,37785.05,5436.56
2024-05-23,INV20722,Chennai,Electronics,Smartwatch,18,919.58,15.4,14003.36,2703.72
2024-04-03,INV94176,Bangalore,Grocery,Milk,7,97.24,2.26,665.3,83.28
2025-08-24,INV99823,Delhi,Grocery,Wheat,10,1679.69,1.57,16533.19,2315.43
2025-08-11,INV94438,Delhi,Fashion,Dress,19,2631.68,3.74,48131.85,11661.52
2025-09-09,INV48187,Kolkata,Grocery,Spices,17,158.14,23.23,2063.87,158.68
2025-04-14,INV76708,Pune,Home Appliances,Washing Machine,8,2170.34,0.81,17222.08,3559.81
2024-07-30,INV27419,Mumbai,Grocery,Rice,11,2700.94,14.31,25458.79,3254.7
2024-11-08,INV00058,Kolkata,Grocery,Rice,7,1712.29,18.45,9774.61,2300.76
2025-11-01,INV53483,Ahmedabad,Fashion,Shoes,6,1429.54,28.77,6109.57,479.99
2024-11-28,INV76226,Delhi,Electronics,Laptop,19,2054.59,29.96,27341.66,1667.66
2024-01-03,INV50101,Chennai,Electronics,Laptop,8,814.88,13.19,5659.18,860.72
2024-06-13,INV35280,Pune,Home Appliances,AC,12,480.49,9.1,5241.18,1275.24
2024-04-10,INV44159,Pune,Fashion,Dress,13,1768.6,23.83,17512.85,3065.51
2024-06-14,INV06339,Bangalore,Electronics,Mobile,10,4714.74,23.65,35997.04,1972.93
2024-05-12,INV96254,Delhi,Electronics,Camera,19,3679.14,29.86,49030.43,5270.88
2025-09-02,INV80016,Bangalore,Electronics,Laptop,7,2057.94,5.07,13675.22,3357.15
2023-12-26,INV77288,Chennai,Fashion,Shoes,4,3036.06,6.82,11316.0,1796.5
2024-03-01,INV09256,Kolkata,Grocery,Wheat,10,4951.91,18.34,40437.3,5022.1
2023-12-12,INV89014,Ahmedabad,Electronics,Headphones,17,4483.85,0.87,75562.29,7399.75
2024-07-01,INV13735,Hyderabad,Home Appliances,AC,3,2903.62,10.26,7817.13,1657.2
2025-10-18,INV63503,Mumbai,Grocery,Rice,13,2547.29,7.83,30521.88,1581.56
2024-01-02,INV66892,Kolkata,Electronics,Camera,18,4231.75,2.39,74351.0,14230.13
2025-01-08,INV21702,Bangalore,Electronics,Laptop,18,4346.5,17.49,64553.35,12497.71
2025-03-01,INV13193,Pune,Home Appliances,Microwave,6,1349.3,17.44,6683.89,1294.23
2025-10-02,INV83191,Ahmedabad,Electronics,Headphones,3,2774.24,15.42,7039.36,1323.57
2025-04-03,INV55684,Pune,Home Appliances,Mixer,12,845.14,5.19,9615.33,993.79
2025-01-25,INV06528,Ahmedabad,Home Appliances,Washing Machine,6,576.74,24.65,2607.44,202.84
2025-09-23,INV10334,Pune,Grocery,Milk,10,1637.63,5.77,15431.39,1726.68
2025-10-17,INV86447,Hyderabad,Electronics,Mobile,2,2251.33,17.3,3723.7,918.52
2024-12-25,INV95263,Hyderabad,Electronics,Laptop,19,3056.26,2.66,56524.31,10478.16
2024-04-15,INV37013,Kolkata,Fashion,Jacket,19,1094.3,25.25,15541.8,871.44
2025-10-31,INV55987,Delhi,Grocery,Wheat,3,4692.24,20.31,11217.74,827.92
2025-07-23,INV83443,Chennai,Home Appliances,Washing Machine,16,1139.45,7.62,16841.98,3798.51
2024-08-25,INV19237,Delhi,Electronics,Laptop,6,3813.62,21.67,17923.25,922.66
2025-09-27,INV18217,Chennai,Electronics,Smartwatch,6,4883.46,28.64,20909.02,4391.47
2024-02-21,INV56000,Mumbai,Grocery,Sugar,12,2189.54,2.74,25554.56,5093.55
2025-07-24,INV36747,Chennai,Electronics,Laptop,4,1598.53,1.83,6277.11,1194.62
2025-04-03,INV52764,Mumbai,Grocery,Milk,2,1680.43,20.8,2661.8,541.01
2025-07-24,INV54089,Pune,Electronics,Headphones,3,4089.66,29.52,8647.18,2005.7
2023-12-05,INV62488,Pune,Electronics,Smartwatch,9,566.86,17.07,4230.87,661.27
2023-11-18,INV97943,Delhi,Grocery,Rice,8,2184.49,17.08,14491.03,730.57
2024-06-23,INV93072,Ahmedabad,Grocery,Wheat,11,3624.97,5.22,37793.21,6023.34
2024-07-17,INV17213,Hyderabad,Fashion,Dress,8,184.05,13.48,1273.92,139.23
2024-07-14,INV02558,Kolkata,Grocery,Milk,2,1327.63,13.92,2285.65,175.21
2024-04-03,INV21374,Mumbai,Grocery,Sugar,6,3552.72,3.19,20636.33,4234.07
2025-08-03,INV49648,Delhi,Home Appliances,AC,15,3237.34,25.03,36405.51,6024.04
2024-06-27,INV05939,Hyderabad,Grocery,Wheat,15,1296.44,24.71,14641.35,981.76
2025-09-20,INV36268,Chennai,Fashion,Dress,10,1362.31,12.96,11857.55,2962.13
2025-10-19,INV16457,Pune,Grocery,Sugar,2,4391.78,15.85,7391.37,1060.31
2024-12-09,INV95619,Bangalore,Grocery,Milk,7,4149.52,18.78,23591.68,1534.77
2024-07-12,INV91153,Delhi,Grocery,Sugar,7,721.52,7.8,4656.69,591.45
2024-10-03,INV01641,Pune,Home Appliances,Microwave,15,2296.93,15.21,29213.5,4803.7
2025-10-28,INV88231,Ahmedabad,Grocery,Spices,19,2211.95,13.92,36176.88,7518.25
2024-10-07,INV05181,Chennai,Home Appliances,Refrigerator,1,4991.09,2.25,4878.79,461.54
2023-12-30,INV61835,Pune,Electronics,Mobile,4,4118.1,19.39,13278.4,2383.05
2023-11-27,INV57465,Bangalore,Electronics,Camera,7,3850.99,22.55,20878.14,3500.7
2025-10-14,INV37089,Pune,Electronics,Mobile,18,367.98,17.78,5445.96,1170.92
2023-12-20,INV43423,Mumbai,Fashion,Jeans,6,4646.35,19.23,22517.14,2529.36
2025-10-04,INV78506,Kolkata,Grocery,Rice,15,4864.21,10.8,65083.13,9474.38
2024-09-21,INV83678,Kolkata,Fashion,Jacket,13,3512.69,9.21,41459.23,2546.38
2025-07-10,INV60602,Chennai,Fashion,Dress,16,247.0,17.93,3243.41,726.33
2025-06-16,INV74933,Pune,Grocery,Sugar,2,3370.29,24.64,5079.7,502.54
2025-08-30,INV20368,Bangalore,Fashion,T-Shirt,11,1792.05,13.38,17075.01,3147.47
2024-05-14,INV40534,Kolkata,Grocery,Sugar,8,4226.46,13.14,29368.83,3479.59
2025-01-18,INV18871,Ahmedabad,Grocery,Wheat,10,2933.05,5.6,27687.99,2426.75
2024-09-13,INV76841,Kolkata,Grocery,Rice,8,668.11,15.76,4502.53,323.72
2024-11-10,INV14510,Pune,Fashion,Jacket,1,2729.75,8.52,2497.18,621.69
2025-03-02,INV23509,Chennai,Fashion,Jacket,19,1339.0,25.15,19042.59,3677.58
2024-06-14,INV82901,Chennai,Grocery,Wheat,7,3462.61,8.51,22175.59,4186.14
2024-07-11,INV09451,Delhi,Grocery,Rice,1,433.19,15.39,366.52,43.49
2025-04-02,INV62293,Chennai,Electronics,Smartwatch,6,3895.62,2.12,22878.2,4165.61
2024-12-15,INV99939,Delhi,Home Appliances,Washing Machine,7,4754.02,9.0,30283.11,1630.25
2025-07-05,INV85094,Bangalore,Grocery,Spices,13,2919.97,5.0,36061.63,6939.85
2024-11-13,INV55352,Bangalore,Home Appliances,AC,13,4578.43,6.35,55740.1,4395.0
2024-03-01,INV01613,Bangalore,Home Appliances,AC,4,4563.34,4.4,17450.21,3126.83
2024-10-21,INV02450,Kolkata,Electronics,Laptop,2,2988.74,22.64,4624.18,517.41
2023-12-01,INV17626,Bangalore,Grocery,Sugar,13,4921.24,8.77,58365.41,6359.7
2024-03-11,INV41055,Delhi,Fashion,Dress,7,4580.69,7.97,29509.26,6762.43
2024-03-20,INV76061,Chennai,Home Appliances,Microwave,9,3087.73,6.69,25930.45,4126.41
2024-07-27,INV42731,Chennai,Home Appliances,AC,13,1542.86,5.65,18923.95,2095.77
2024-06-30,INV04565,Kolkata,Home Appliances,Mixer,16,2143.57,23.87,26110.4,2043.84
2024-03-08,INV06279,Kolkata,Home Appliances,Refrigerator,13,1026.06,2.93,12947.95,1079.47
2024-02-13,INV69081,Hyderabad,Home Appliances,Washing Machine,18,1802.62,19.67,26064.8,4104.04
2025-07-11,INV52317,Chennai,Home Appliances,AC,7,137.47,3.08,932.65,78.75
2023-11-21,INV77491,Mumbai,Home Appliances,AC,19,4170.34,29.75,55663.61,4604.67
2024-05-23,INV52544,Hyderabad,Home Appliances,Refrigerator,1,4928.72,20.6,3913.4,386.34
2024-02-14,INV45104,Hyderabad,Fashion,Dress,9,3914.46,27.31,25608.79,3241.22
2024-03-03,INV95347,Hyderabad,Grocery,Milk,3,2888.49,2.95,8409.84,1176.16
2024-01-04,INV79636,Bangalore,Grocery,Spices,13,1234.69,18.72,13046.23,1889.29
2024-05-15,INV14197,Delhi,Grocery,Rice,18,3619.22,7.71,60123.21,11656.55
2024-01-14,INV16878,Chennai,Electronics,Smartwatch,4,3152.43,4.38,12057.41,2587.53
2025-07-25,INV38928,Ahmedabad,Electronics,Headphones,19,4349.34,5.22,78323.78,4639.85
2024-06-16,INV15757,Delhi,Fashion,Jeans,16,4996.78,6.34,74879.75,7715.17
2025-02-06,INV61857,Kolkata,Grocery,Milk,5,465.61,23.1,1790.27,315.15
2025-04-02,INV62167,Chennai,Electronics,Smartwatch,9,355.72,22.03,2496.19,385.28
2025-01-15,INV28641,Delhi,Home Appliances,Washing Machine,3,1058.59,7.82,2927.42,200.54
2023-12-06,INV21699,Delhi,Fashion,Dress,14,2597.08,21.27,28625.54,6618.8
2024-03-03,INV65182,Bangalore,Electronics,Laptop,2,396.84,1.7,780.19,57.79
2023-11-21,INV77108,Hyderabad,Electronics,Mobile,18,1564.18,14.49,24075.55,1508.01
2025-08-26,INV80738,Delhi,Home Appliances,Refrigerator,2,3204.65,2.12,6273.42,767.29
2025-07-27,INV83857,Pune,Electronics,Smartwatch,3,2398.94,24.48,5435.04,741.41
2024-05-30,INV85434,Bangalore,Home Appliances,Microwave,17,4438.65,12.33,66153.2,11302.99
2025-04-17,INV66502,Pune,Fashion,Jeans,18,764.34,2.81,13371.52,713.16
2024-04-09,INV95975,Kolkata,Grocery,Sugar,18,1759.06,5.18,30022.93,5235.88
2024-03-30,INV68934,Delhi,Grocery,Rice,19,4265.33,25.91,60043.48,7887.0
2025-06-12,INV21226,Pune,Home Appliances,Refrigerator,8,3178.99,13.06,22110.51,3427.81
2025-05-15,INV08972,Delhi,Fashion,Jacket,7,3744.78,4.37,25067.93,5655.22
2024-10-22,INV06628,Mumbai,Electronics,Mobile,12,1791.01,13.21,18653.01,1191.21
2024-12-28,INV88123,Mumbai,Fashion,Jacket,15,4341.71,20.08,52048.42,7266.85
2024-02-19,INV76317,Bangalore,Fashion,Jeans,16,3525.31,15.22,47820.13,6613.56
2024-03-22,INV10373,Mumbai,Fashion,Jeans,17,4351.35,27.13,53904.09,2703.27
2024-05-26,INV19033,Delhi,Electronics,Laptop,8,3112.8,2.45,24292.29,2272.42
2025-02-05,INV27717,Delhi,Fashion,Jeans,7,4677.72,19.11,26486.65,6084.87
2023-11-27,INV23889,Ahmedabad,Electronics,Mobile,13,2320.59,5.45,28523.53,3151.26
2024-05-18,INV34182,Mumbai,Electronics,Camera,2,4272.98,28.01,6152.24,1455.13
2024-09-24,INV70923,Bangalore,Fashion,Dress,10,4923.65,19.99,39394.12,4218.35
2023-12-15,INV33746,Mumbai,Electronics,Headphones,18,4830.89,5.24,82399.52,14799.45
2024-06-14,INV38150,Bangalore,Grocery,Milk,5,4865.58,0.15,24291.41,3219.48
2024-10-01,INV66710,Hyderabad,Grocery,Rice,2,172.12,12.21,302.21,28.45
2024-06-01,INV58543,Kolkata,Home Appliances,Refrigerator,14,4235.93,19.06,47999.86,2798.97
2025-06-13,INV15512,Pune,Fashion,T-Shirt,11,1862.26,3.11,19847.78,3780.63
2024-04-25,INV29603,Bangalore,Fashion,Jeans,6,4297.79,12.24,22630.44,5568.27
2025-07-14,INV09047,Delhi,Fashion,T-Shirt,16,272.06,18.68,3539.83,395.69
2025-03-01,INV34134,Mumbai,Fashion,Jacket,1,2031.77,28.41,1454.54,190.97
2025-10-15,INV27496,Ahmedabad,Home Appliances,AC,13,3378.12,20.68,34833.82,4120.63
2023-11-09,INV85868,Bangalore,Home Appliances,AC,2,1044.51,24.15,1584.52,348.64
2025-07-11,INV79775,Mumbai,Grocery,Sugar,5,296.81,4.5,1417.27,223.24
2023-12-10,INV29746,Mumbai,Electronics,Smartwatch,19,4803.82,1.34,90049.53,7079.01
2024-12-03,INV39291,Delhi,Home Appliances,Mixer,3,295.09,17.98,726.1,85.92
2025-04-02,INV24942,Hyderabad,Grocery,Spices,6,3353.29,3.77,19361.23,3932.43
2024-03-23,INV35038,Delhi,Fashion,T-Shirt,3,3258.87,5.17,9271.16,2081.18
2023-12-09,INV73708,Hyderabad,Home Appliances,Mixer,19,3233.15,22.88,47374.7,7910.92
2024-10-14,INV41692,Pune,Grocery,Rice,15,641.27,18.67,7823.17,1853.18
2025-07-08,INV32151,Chennai,Home Appliances,Mixer,8,2628.37,20.08,16804.75,3579.46
2024-02-04,INV07372,Hyderabad,Home Appliances,Washing Machine,13,53.11,28.89,490.96,114.64
2024-09-02,INV91720,Kolkata,Home Appliances,AC,9,554.36,0.48,4965.29,860.17
2024-08-04,INV81803,Hyderabad,Electronics,Mobile,15,1206.77,19.18,14629.67,1421.08
2024-07-28,INV52362,Mumbai,Fashion,Jeans,17,1956.28,12.54,29086.36,1713.24
2024-02-02,INV05155,Pune,Home Appliances,Refrigerator,18,2293.67,25.6,30716.83,5107.11
2024-04-16,INV51740,Mumbai,Grocery,Spices,17,2398.99,10.84,36361.97,4426.9
2025-06-24,INV44338,Chennai,Home Appliances,Refrigerator,7,1737.78,24.16,9225.53,1086.05
2025-07-27,INV23849,Mumbai,Electronics,Mobile,9,1699.83,14.76,13040.42,2145.86
2024-12-27,INV13692,Bangalore,Fashion,Dress,5,2662.42,16.72,11086.32,2723.53
2024-12-23,INV07198,Ahmedabad,Grocery,Sugar,16,885.85,13.82,12214.81,1360.94
2025-01-18,INV44127,Ahmedabad,Electronics,Headphones,16,2780.98,10.7,39734.64,5541.41
2023-11-18,INV17732,Delhi,Electronics,Camera,16,1328.22,7.3,19700.16,2788.62
2024-03-15,INV01155,Hyderabad,Grocery,Wheat,9,3561.02,0.63,31847.27,4260.74
2024-12-20,INV60896,Kolkata,Electronics,Laptop,1,4729.27,27.51,3428.25,571.44
2025-01-08,INV27486,Chennai,Fashion,T-Shirt,14,3432.47,5.51,45406.77,9725.4
